movie,sentence,score
토르: 러브 앤 썬더,그...냥 안본걸로 할게요... ㅎㅎ 유치했사옵니다...,10
토르: 러브 앤 썬더,1점 주기도 아까움.. 내용 전개도 엉망임.. 마블이 어쩌다 이런 B급보다 못한 C급 같은 영화를 만들게 된걸까 대실망함.. 괜히 봤어 돈아까워ㅠ ,2
탑건: 매버릭,탑건 헌정 영상입니다 탑건 1도 함께 보세요,9
탑건: 매버릭,모든게 완벽하게 맞아떨어졌음. 일단 술집에서 수다떠는 장면 조차도 집중하게 만들었던 연출력 ㄷㄷ 대사 하나하나 남는건 아니지만 거기에 푹 빠져서 보느라 지루할 틈 無,10
녹터널 애니멀스,가진게 없을 땐 현실이 보이고 다 가지고나니 마음이 허하고..,7
탑건: 매버릭,지.렸.다 진짜...,10
더 킬러: 죽어도 되는 아이,졸잼 무조건 보시길~    장혁이 진먼목~,10
마녀(魔女) Part2. The Other One,굳이 두 개의 영화로 세계관까지 구축해야 할 이야기인가 싶다. 다음 이야기가 궁금하지가 않아서.,5
탑건: 매버릭,좋았다 좋은 영화 봐서 눈이 즐겁다.,8
명탐정 코난: 할로윈의 신부,한동안 코난 휴덕 했었는데 이번 극장판 아무로 보고 머리 깨져서 다시 돌아왔습니다^^ 이번 극장판 쿠키영상도 대박이니까 마지막까지 꼭 보세요!!!,10
특수요원 빼꼼,중국 자본들어가면 성한게 없네,3
아비정전,첨 개봉당시. 영상미가 참 인상적이였던 기억이. 그러나 돈 돌려달라는 관객들의 아우성이 들려오기도..,8
감동주의보,아기자기한 농촌 러브스토리..,5
"나니아 연대기 - 사자, 마녀 그리고 옷장",오래전 영화같지않게 너무 고급지고 스토리가 진짜 재밌어요,10
탑건: 매버릭,돌비로 봤는데 좋아서 4dx도 봤는데 더 좋아졌다.,10
탑건: 매버릭,영화를 안 본 사람은 있어도 한 번만 본 사람은 없는 레전드 영화,10
헤어질 결심,무겁고 축축한 분위기 영상미는 좋았다. 그마저도 김신영 콩트연기가 나오면서 몰입도가 깨진다.,2
더 킬러: 죽어도 되는 아이,서든어택관전했습니다.,6
블랙 앤 블루,아무런 뻥이 없아 사실적으로 스토리도 훌륭합니다.,10
블랙 앤 블루,흑인 남여배우 주연 재밌어요,10
잭 리처: 네버 고 백,잭리처 1편이 재미있어 2편까지 연달아 봤는데 1편보다 확실히 몰입력이 떨어지네요ㅠㅠ,6
엘비스,"신이 주신 재능은 파멸을 동반한다. 당초 버즈 루어만의 음악영화에 대해서 그다지 좋은 기억이 없었기에 별 기대는 하지않았지만 그래도 엘비스에 대한 작품이라 간절히 관람하고 싶었다. 재능이란 마치 바지속의 송곳처럼 언젠간 바지주머니를 뚫고 나오기 마련인가 보다. 그리고 만일 그 재능이 신이 선물이라면 신은 공평함도 함께 부여했다는 생각이 영화를 보는 내내 들었다. 그 공평함이란 자기 파멸이다. 일반적인 시각으로 볼때 엘비스 아론 프레슬리는 평범함을 넘어 너무도 모범적인 사람이었다고 본다. 팝가수이자 대중스타이면서도 가스펠을 무려 40곡이나 작곡했을 만큼 독실한 크리스찬이자 술과 담배는 입에 대지도 않았으며 간난한 자들과 사회적으로 소외된 자들, 특히 흑인들에게 많은 자선을 하고 기부금을 냈었다는 후일담을 고려하면 말이다. 실제로 그는 공연 때 가스펠을 반드시 레퍼토리에 넣었다고 한다. 그리고 그가 마지막 무대에서 마지막으로 부른 곡은 그 유명한 라이처스 브라더스의 unchained melody 다. 그의 사인에 대해선 참 말도 많고 여러 설이 있다. 그런데 독실한 크리스천이고 모범적이고 사회공익적인 일도 많이 한 이가 약물중독에의한 심장마비로 사망했다는 것은 누가 봐도 설득력이 떨어진다. 그런 의혹을 뒤로 하고 영화적으로 이영화를 본다면 재미, 오락, 작품성 세마리 토끼를 모두 잡았고 이는 루즈 비어만 감독의 최고작이 아닌가 하는 생각이 든다. 비어만의 전작들은 음악, 뮤지컬 작품으로는 꽤 작품성을 인정 받을만 하지만 좀 더 세세하게 따져 본다면 뭔가 2% 부족한 듯한 느낌이 있었다. 즉 스토리의 풍부함의 결여다. 그런데 영화 엘비스는 완벽에 가까운 작품이라고 생각한다. 2시간 40분이지만 지루하기는 커녕 눈을 한시도 스크린에서 땔 수가 없게 한다. 음악, 뮤지컬 영화로 이렇게 몰입감을 선사한 것은 라라랜드 이후 처음이 아닌가 하는 생각이다. 특히 오스틴 버틀러의 신의 경지의 연기는 단연코 압권이며 영화를 가장 돋보이게 하는데 결정적.",10
더 킬러: 죽어도 되는 아이,잔인하지만 통쾌한액션,7
큐어,쿠니오 연기력이 조금만 더 좋았다면 나는 이 영화의 최면에서 영영 헤어나오지 못했을 수도 있을 것 같다.,9
콜래트럴,단순히 킬러 영화인줄 알고 안봤는데 생각보다 영화가 참 좋았다. 톰크루즈의 회색염색도 너무 멋있다,10
탑건: 매버릭,완벽한 영화 그 이상의 수식어도 필요 없을것 같네요,10
캅샵: 미친놈들의 전쟁,초반은 좀 지루한데 중반부터 이야기 풀어나가면서부터 재밌어짐. 둘 중 누구를 믿어야하는가 ㅎㅎ,10
헤어질 결심,파도가 잔잔히 치는 걸 보다가 집에 돌아가려고 일어나보니까 이미 잠식되어 잠겨있는. 그런 영화.,10
잭 리처,"잭리처 1,2편 연달아 봤어요. 대사나 스토리가 조금 유치하고 중반까지 여주인공의 답답스러움이 살짝 있지만 몰입력있는 스토리 구성과 연출 덕분에 재밌게 봤습니당!",10
헤어질 결심,"마침내. 사랑을 위해, 나를 내던지는 사랑은 얼마나 깊은 것인지.",10
쥬라기 월드: 도미니언,스토리 연출 그래픽 전부 엉성해서 몰입하기 힘드네요 쥬라기 시리즈줄 제일 최악인듯,1
탑건: 매버릭,인생 명화 20년뒤에 신서유기 시즌 30에서 퀴즈로나올만한 영화,10
이상한 나라의 수학자,보람이 증명안해? 나가라 걍,1
헤어질 결심,살려내.. 영화보고 내 멘탈 무너짐,10
탑건: 매버릭,오랜만에 본 감동적이고 시원한 영화!,10
헤어질 결심,"품위있는 어른들의 멜로, ",10
아웃로 킹,넷플은 시대극 작품 잘 만들더라구요. 확실히 재미남. 영상미와 브금은 말할 것도 없고요.,10
토르: 러브 앤 썬더,기대를 낮추고 봤더니 그럭저럭...?,6
탑건: 매버릭,마블은 이제 지겨우니까 이런 게 다시 뜨는군요 나름 괜찮게 봤습니다,8
마녀(魔女) Part2. The Other One,너무 마녀3을 위한 2편이랄까.. 중간중간 개그코드와 감동코드가 영.. 별로.. 토우 리더 첨에 담배피는 연기 인상깊었다. 역시 액션씬은 시원시원해서 좋다. ,6
탑건: 매버릭,머 하나 빠지는거 없이 시간 가는줄 모르고 봄최근 몇년간 이보다 재미있는 영화 본적이 없네요,10
제8일의 밤,사람마다 느끼는 포인트가 다르지 않을까 공포영화라고 해서 봤는데 공포 보단 간만에 삶의 카르마에 대해 많이 생각하게 된 영화..,10
"색, 계",헤어질결심보고 생각나서 봤는데 뭐 이리 먹먹한지.. 시대적 배경때문에 논란은 있겠지만 왕치아즈 개인에 집중해서 보면 감정선과 연기가 엄청나다,10
토르: 러브 앤 썬더,두 번째 볼 때가 왜 더 재밌지,10
헤어질 결심,가슴이 뭔가… 슬픈것도 아니고.. 사랑이었음을,10
군다,"돼지와 닭, 소가 야생동물이 아니라 가축이었다는 것에 생각이 많아집니다.",10
탑건: 매버릭,무조건 4DX...,10
마녀(魔女) Part2. The Other One,3편이 기대되는 영화~너무재밌게 봤습니다1편부터 스타리 개연성 너무좋은~~,10
잃어버린 세계를 찾아서,브래든 프레이저 나오는 액션모험은 믿보! 이제 나이 드셔서 더 못하겠지만 ㅜㅜ 그립다그리워~,10
헤어질 결심,사랑이란 얼마나 간사하고 잔인한가.,10
소공녀,"삶에는 소소하지만, 확실히 느낄수있는, 행복이 필요하다",8
탑건: 매버릭,"진짜 현장에 있는 듯한 느낌, 짜릿함과 감동을 모두 줄 수 있는 일이 쉬운 게 아닌데 그 탑건이 그걸 해냈습니다.",10
라스트 나잇 인 소호,잘짜여진 아름다운 공포영화,7
마녀(魔女) Part2. The Other One,나는 처음부터 끝까지 재밌었는데 빨리 마녀3 보고싶다.. ,10
너를 죽이고,이딴거는 왜 만드는건지... 1점도 아깝다,1
더 킬러: 죽어도 되는 아이,존윅 외국영화 따라하기,6
범죄와의 전쟁 : 나쁜놈들 전성시대,대한민국 영화사에서 가장 최고의 영화라고 생각함.수십번을 봐도 안질리는 단 하나의 작품.,10
고령화 가족,박해일은 연기를 어떻게 저렇게 잘할 수 있는거지?,10
탑건: 매버릭,최고의 상업영화   영화보는동안 탑건소속으로 견학한느낌,9
범죄도시2,마동석 목소리와 연기,10
씽2게더,sing1과 굉장히 비슷해쓰,2
토르: 러브 앤 썬더,액션 하나는 역대 최하위권.나머지는 &amp;#39;이렇게까지...?&amp;#39;,6
헤어질 결심,올해 가장 인상 깊은 영화,10
헤어질 결심,누군가는 결심을 하고 누군가는 하지 못했다.,8
더 킬러: 죽어도 되는 아이,장혁이 한국의 톰크루즈가 되기 위해 분골쇄신하는 영화. 액션의 밀도는 높아졌지만 서사의 빈약함이 여전히 발목을 잡는다. 장혁이라는 캐릭터를 보조할 매력있는 존재들도 부족해 아쉽.  좋은 서사만 만나면 꽤 괜찮은 작품 하나 나올 것 같은데.,7
헤어질 결심,전반 한시간은 재미없이 소소하게 지나간다. 후반들어 전반에 심은 장치들이 하나씩 연결되면서 드디어 스토리가 좀 더 긴박하게 흐른다. 박찬욱 순한맛. ,8
헤어질 결심,박찬욱은 박찬욱이다....,8
마녀(魔女) Part2. The Other One,등장인물과 액션은 전편보다 화려해졌는데 스토리는 글쎄?새로운 마녀 중심의 이야기가 아니라 농장을 지킬려는 남매와 그 농장을 뺏을려는 깡패가 스토리 중심이고 새로운 마녀가 오히려 조연같았음 ,6
버즈 라이트이어,재미있네 스토리도 괜찮고 ,8
펄프 픽션,역시 타란티노,10
컴온 컴온,아껴가며 천천히 여러 번 보고 싶다,10
아들의 이름으로,우리나라 역사를 생각하고 보면 재밌습니다.총질을 한 살인범의 시선으로 만든 영화~ 안성기처럼 고통받으며 살았을 살인범들도 있겠고 하나님은 다 용서해준다며 부와 권력을 누리고 대대손손 잘 사는 살인범도 있겠죠~다시는 이땅에 저런 괴물들이 나오지 않길 바랄뿐입니다.청소년들이 꼭 봤으면하는 영화입니다.그리고 전두환과 그의 하수인들은 어디서든 천벌을 받길....,10
탑건: 매버릭,액션이 다했다.미쳤당,10
명탐정 코난: 할로윈의 신부,이번에본 영화중에 젤재밌음 스토리탄탄 다소 항마력딸렸지만 어른도 볼만함 아 토르보다 재밌음 ,8
더 킬러: 죽어도 되는 아이,액션이 시원시원해서 재믿게 봤어요,9
탑건: 매버릭,"보는 내내 감동과 전율이 느껴졌다. 보고나서 기립박수를 치고픈 충동을 간신히 억눌렀다. 감동의 여운이 한참동안 계속되었다. 극장에서 안보면 후회할 영화. 탑건 1편과의 연계속에서 전우애, 미션을 완수하고자 하는 끝없는 열정, 그리고 CG가 아닌 실제적이니 전투기 기동에 의한 압도적인 전투씬. 그냥 최고다! ",10
애프터 양,감성이 어색하다,3
연애 빠진 로맨스,"누구나 있을 법한 흔하디 흔한 사랑 이야기지만, 그래서 더욱 더 몰입이 잘 됐고 진부하게 느껴지지 않았다 ",8
듄,압도적인 규모의 눈뽕의 향연.,8
엘비스,엘비스에 대해 잘 몰랐고 기대도 안했는데 정말 재밌게 봤습니다. ,10
"광해, 왕이 된 남자",사극영화중 단연 최고의작품..,10
로스트 도터,엄마이기 이전에 여성이라는 삶을 살고 싶었던 한 사람의 이야기.,9
헤어질 결심,박찬욱 최고의 영화,10
마녀(魔女) Part2. The Other One,다좋은데 쓸데없는 얘기하는 장면이 너무 많음 그런거 다 빼는게 영화 전개상 좋았을듯 집중력 깨짐 그럼에도 불구하고 마녀 세계관 좋아서 10점줌 3편은 개선좀,10
토르: 러브 앤 썬더,토르 지능 왜 더 떨어짐;;,6
은혼2: 규칙은 깨라고 있는 것,"개인적으로 히지카타가찰떡이라 (만화보다멋짐,)맘에듬ㅋ ",8
탑건: 매버릭,너무 재미있게 봤습니다,10
마녀,전잼 김다미 최우식 캐리,10
그레이 맨,"상당히 공들인 로케와 경탄스러운 액션으로 시종일관 밀고가는 작품. 너무나 익숙한 스토리와 사건 전개는 아쉬움이 있지만, 라이언 고슬링과 크리스 에반스의 액션 매력을 이정도로 끌어냈으면 그것대로  만족이다.",7
브로커,과정이 엉성하다,5
헤어질 결심,"오래 가슴에 남는 영화. 영화평론가 누군가 예기했던것처럼 다시 살아 있음을 느끼게 해 준 영화. 40대 중반의 나이에 애절한 사랑의 감정을 20년만에 느낄 정도로 세포가 살아나는 느낌. 최고입니다. 두번 보시고. 두번째 보지기 전에는 전문가들 리뷰 보시고 다시 보시면 더 좋을 것 같습니다. 놓치는 부분이 많네요. 특히 영화적 색감이나 감추어진 상징들도 있지만, 저는 영화음악. 말러 5번 교향곡 4악장.",10
탑건: 매버릭,자칫 유치할 수 있는 이야기를 이렇게 낭만적이고 근사하게 그려낼 수 있을까? 세월을 이겨낸 톰 크루즈가 영화 내내 반짝반짝 빛난다. 오랜된 것도 멋있을 수 있다고 영화는 말한다.,9
큐어,"분위기로 압도하고 조용히 옥죄어 오는 스릴러 영화, 대작이라고 불리는 이유가 있죠! 재밌습니다. 15세 관람가라고 하기엔 조금 잔인해요.",8
뒤틀린 집,"기대 이상이에요~!! 몰입감도 있고 재밌게 봤어요 연기 대박...,,",10
롱 리브 더 킹: 목포 영웅,원진아를 여기서 처음 봄,10
더 킬러: 죽어도 되는 아이, &amp;lt;더 킬러ㅡ안봐도 되는 영화/돈받고 봐줘야 되는 영화/받은돈으로 안본눈 사야 되는 영화&amp;gt; 10점 도배질 알바 문디들아 지겹지도 않냐~ ,1
닥터 스트레인지: 대혼돈의 멀티버스,나름 기대를 하고 봤지만... 부분부분 PC 주의 보기 불편했음...,7
더 킬러: 죽어도 되는 아이,개연성은 부족하지만 액션은 볼만합니다.나름의 반전도 재미요소.,8
탑건: 매버릭,최고의 영화 가슴이 뜨거워 진다,10
탑건: 매버릭,전설의 귀환~ 뻔하디 뻔하다고 할 수 있는 스토리지만 감동백배..,9
명탐정 코난: 할로윈의 신부,앞전 내용을 알면 두배더 재밌어요,10
불도저에 탄 소녀,불도저로 건물하나 미는데 경찰이 민간인 미성년자한테 총을 쏜다고? ㅋㅋ 그리고 정치인들 다 쓰레기인건 똑같은데 왜 항상 우파가 쓰레기냐 ㅋㅋ ,2
탑건: 매버릭,탑건 1 보지 않고 보러가서 아쉬웠네요 탑건 2 보고 바로 탑건 1봤습니다.,10
탑건: 매버릭,평점 높아서 기대하면서 봤는데도 그 기대를 뛰어넘었고..톰크루즈 아빠보다 한살어린데 왜 멋있는건지..인생영화될거 같아요ㅠㅠ 안보시면 후회함..,10
토르: 러브 앤 썬더,우주 배경 판타지 영화인 마블에서 느와르 영상미가 있던점이 좋았음. 그외에 스토리는 그닥....그냥 정때문에 보는 느낌,4
마녀(魔女) Part2. The Other One,액션씬이 볼만했어요 재미도 나름 있었던거같은데.. 3편은 이거보다 훨신 더 잘 만들어야 할거같아요..,8
토르: 러브 앤 썬더,토르 앞 시리즈를 보지 않아도 재미있게 볼 수 있어서 좋아요.그리고 판타지한 연출과 장면들도 많이 포함되어 있어서 보는데 즐거움이 많았어요.그리고!!쿠키영상이 있다고 해서 보고 나왔는데 왠지..다음 시리즈가 나올것 같아요.(추측이지만...),7
토르: 러브 앤 썬더,이건 뭐 감흥도 없고... 말장난에 피식거리기나 하지 빌런도 실망스럽고 너무 쉽게 끝남. 억지스러운 부분도 있고.. 고르 딸 보호자가 된 토르가 또 무슨 이야기를 들려줄지 뭐 돌아온다고 하니 어떻게 될진 두고 봐야 할 듯.,2
토르: 러브 앤 썬더,헐리우스식 유머(?)에 웃어야 할지 울어야 할지... 게다가 헐리우드와는 안어울리는 신파적인 요소. CG는 좀 볼만 하지만 영화 전반이 뭔가 장난스럽고 스토리도 영. 집중안 안됨. 마블과 토르의 광팬이라면 모를까 개인적으로는 그닥. 차라리 탑건 매버릭을 한번 더 볼껄 하는 후회막심.  ,4
탑건: 매버릭,올해 최고의 명작! 내 생애 처음 평점 써봄.,9
뒤틀린 집,재미도 감동도 교훈도 없다 돈날림 ㅋㅋ,1
토르: 러브 앤 썬더,나 스스로 영화의 기대치가 너무 높았던건 아닌가 .. 생각하게 됩니다.스토리 전개가 자꾸 맥이 끊기는 느낌을 받았는데 나만 그렇게 생각한게 아닌듯.. 대부분 비슷하게 말씀하시네요;;크리스찬 베일 연기가 멱살잡고 끌고온 느낌을 많이 받았습니다.그리고 나탈리 포트만을 일회성 캐릭터 소비로 끌고온 건 너무나 아쉬웠습니다.마지막에 헤라클레스가 빌런으로 나올거라는 암시가 난 왜 이해가 안될까요.. 나만 그런가요...이야기를 꼬아도 한참 꼬은듯 합니다.그래서 영화에서의 요점 (말하고 싶은건) 러브 라는 그 베일의 아이와 토르가 같이 다음 편에 헤라클레스같은 신들과 전쟁을 한다는 말을 너무 풀어 쓴건 아닌지..,5
토르: 러브 앤 썬더,역시 햄식이는 병맛이 제맛,8
탑건: 매버릭,여운이 남아 2d로 그냥 본게 아쉬워 돌비시네마로 다시 갑니다!!,10
토르: 러브 앤 썬더,유치한데 재밌다,8
탑건: 매버릭,오랜만에 정말 몰입해서 본 영화였어요!! 시간 지나는줄 모르게 완전 집중함인터스텔라 처음본 기분이었달까 4D로 한번 더 보고싶네용 ㅎㅎ,10
봄,너무 시린 겨울이 아닌 초봄에서 완전한 봄이 되어가기까지의 쌀쌀함과 은은한 따뜻함이 묻어나오는 영화다. 스토리에 슬픔과 초라함을 처량함으로 만들지 않아 보면서 마음이 한결 가벼웠다.,9
멘,영화소개프로그램 보고 너무 재밌을거같아서 기대하고 봤는데 진짜 별로에여.... 차라리 원죄에 대한 얘기였으면 이해나 될뻔,2
탑건: 매버릭,4DX SCREENX 강추합니다. 아예 다른 차원의 재미와 감동을 주는군요. 또보고싶다. 톰형 사랑해요 ,10
헤어질 결심,왜 N회차 관람하는지 알 것 같다,10
토르: 러브 앤 썬더,이제 더 이상 안 돌아와도 될 것 같은데...,4
창,우연히 엠플렉스 에서 다시봤는데정말 우리사회가 이랬었지많이 좋아졌구나...하지만그래도 여전히 삶은 팍팍 하기만 한 현실다시 봐도 명작 같어요 임권택 감독님을 지나간 배우들다 지금 명 연기자들역시 좋은 감독은 좋은 배우를 잘 보는눈이 있으신거 같어요,10
엘비스,"연기가 너무 좋았고, 엘비스 노래도 좋았어요",9
톰과 제리,극장이라 애들 말하는게 너무좋음,8
탑건: 매버릭,엔데믹이 오길 기다린 영화같아요!이 영화를 집에서 보기엔 너무 아까워요! 상영관을 위한 영화입니다. 하늘을 나는 듯한 기분은 덤이에요!,9
"아치의 노래, 정태춘",두번봤다 감동 그리고 따스함,10
탑건: 매버릭,제 인생 최고의 영화 중 하나입니다.감동을 주셔서 감사합니다,10
마녀(魔女) Part2. The Other One,"평점이 낮아서 반신반의하면서  봤지만,  나름  볼만했음.기승전결에서  전에  해당하는  장면으로  이해하면 될듯!",8
명탐정 코난: 할로윈의 신부,"코난이 최근 들어서 추리보다는 액션이 커진 느낌 때문에 비판이 많았는데 전작과 전 전작보다는 추리가 늘어났지만, 전성기 시절에 비하면 조금은 부족한 느낌이 없지 않은 느낌이 있다.",9
탑건: 매버릭,콜라 라지사이즈 먹고 지릴 뻔했는데 마지막 보고결국 지렸습니다.,10
탑건: 매버릭,톰크루즈 멋있다는걸 이제 이해 했는데 그냥 멋있는게 아니고 너무 멋있음아메리칸 ㄹㅇ 감성 마초본능 너무 좋음집에 와서 계속 ost 듣고 있음영화 끝날때 USA! USA! 할뻔,10
헤어질 결심,"불륜 미화 영화입니다.아름다운 외모에 빠져서 수사를 망친 형사,그 가벼운 감정을 사랑이라 포장하고 끝끝내 미결로 남겨버린 그 결과는 파국탕웨이가 마지막에 배신을 하는 걸로 마무리되었다면 좀 더 현실적이었을 것 같아요.결론은 불륜을 미화한 영화일 뿐이라는 것.",2
토르: 러브 앤 썬더,아니 이게 토르맞냐??? 내가 봤던 마블중에 젤 재미없음 흥,2
낙원의 밤,엄태구씨 목소리 은근 중독성 있고 마이사 코믹 연기는 박수 쳐주고 싶은데 영화가 전반적으로 지나치게 잔인하네 쓸데없이...암튼 배우분들은 모두 열심 연기 하신듯! 주먹 &amp;lt;칼 &amp;lt; 총WIN! ,8
그린 북,&amp;#39;&amp;#39;연주할게요 당신이 원하면&amp;#39;&amp;#39; 이 대사가 얼마나 로맨틱하고 서글픈 대사인지,8
탑건: 매버릭,0점 줄 수 있다면 0점을 주고 싶다. 보고 너무 심각하게 재미없어서 주변에 물어봤더니 다 재미없다고 했음. 엄마 아빠랑 같이 봤는데 심지어 두 분 다너무 유치하고 재미없다고 하시면서 나이 좀 있는 아저씨들만 재밌는 영화일 거라고 하실정도. 스토리 연출 대사 ost 다 진짜 너무 올드하고 긴박감 제로에 루즈함. 옛날 영화 속편이라 추억에 빠져서 평점이 높은 것 같고 영화자체는 진짜 심각함. 진짜 못 믿는 사람들을 위해서 예를 좀 들어보면 &amp;#34;돌아가신 아버지 정답을 알려주세요&amp;#34; 이딴 유치하고 올드한 대사치고 바로 위기극복. 팀워크 해치는 빌런 등장시켜놓고 바다에서 웃통벗고 공놀이 한 다음에 갑자기 악수 같은거 하더니 바로 팀워크 향상. 이거 말고도 그냥 처음부터 끝까지 와..어떻게 이렇게까지 유치하고 올드한 내용만 이어 붙여놨나 싶을 정도임. 진짜 진심으로 시간아깝고 돈아까웠음. 영화관에서도 재밌으면 사람들이 화장실 왔다갔다 안 할 텐데 진짜 여러명 화장실 갔다옴. 재밌다는 사람 있으면 저 내용 저 연출 저 대사가 왜 재밌는지 물어보고 싶음 진짜. 하 진짜 톰크루즈 여친 얘기도 너무 유치하고 진짜 너무 유치해서 충격받아버림. 그냥 모든 게 다 유치하고 올드함. ,1
마녀(魔女) Part2. The Other One,무슨  영화가 스토리부터  개 망작에  연기하는부분도  엄청  못하고   마녀2보다  더 개망작이군요  ,2
엘비스,한동안 엘비스에 갇혀살거같네요,10
브로커,칸에 진출한 영화라고 해서 기대를 많이 했는데....배우들의 연기는 너무 좋았으나 스토리와 결말이 애매하게 끝나서 많이 아쉬웠어요.개인적으로 열린결말 보다는 닫힌 결말을 추구하는 사람으로서 영화를 보고나서  아쉬운 점이 조금 있었네요.,5
토르: 러브 앤 썬더,넘재미써꿀잼임짱짱짱,10
토르: 러브 앤 썬더,평점이 왜 낮은지 모르겠네요 감동적이고 재밌었습니다 토르짱!!!!,10
탑건: 매버릭,추억 소환~ 너무 반가웠어요 ^^,10
탑건: 매버릭,역시 믿고 보는 탑건이네요,10
토르: 러브 앤 썬더,개재미없고 쓸데없는 농담질만하다가 끝남. 역대급 노잼영화. 보다가 중간에나옴,1
탑건: 매버릭,마지막에 행맨이 도와주는거 개씹간지;;,10
헤어질 결심,지금은 100만 관객에 마음을 놓겠지만앞으로 쭉 우리 옆에 존재할 그런 영화,10
토르: 러브 앤 썬더,좀 아쉽다,7
토르: 러브 앤 썬더,"졸작 입니다요, 내세울 거 없는",1
체리마호: 30살까지 동정이면 마법사가 될 수 있대,보고나면 마음이 따뜻해지는 영화. 드라마도 그랬지만 볼수록 더 빠져들 수 밖에 없는 느낌이 있다. 아마도 캐릭터와 스스로를 일체화하며 섬세한 연기를 펼쳐준 배우들의 노력과 누구에게도 불편하지 않은 이야기를 만들려한 제작진의 노력이 합쳐진 결과인 듯! 그리고 주인공의 비주얼이...와우... ,10
헤어질 결심,"박찬욱, 마침내 마음을 울리다.이제부터 시작",8
토르: 러브 앤 썬더,토르5가 나오면 좋겠습니다.,10
탑건: 매버릭,인생영화로 한방에 역전,10
나는 나를 해고하지 않는다,짧다면 짧은 약 10년동안의 사회생활중 반절 이상을 차지했던 악덕기업에서의 기억들이 마구 떠올랐음.. 기업은 이익이 중요하지만 기업이 이익만 따라갈 때 사람이 개만도 못해지는 상황들은 정말..,9
탑건: 매버릭,믿고보는 톰크루즈 최고!,10
토르: 러브 앤 썬더,"남는거라곤 연기뿐...나탈리 포트먼,크리스찬 베일",5
더 킬러: 죽어도 되는 아이,연출이 좋은 영화다음작품이 기대되네요.,10
더 킬러: 죽어도 되는 아이,재밋는데 상영관이 너뮤작앙요 장혁 원맨쇼 넘잼있음,10
레지던트 이블: 라쿤시티,PC 뭍은 헐리웃 영화가 이렇게나 위험합니다.,1
마녀(魔女) Part2. The Other One,"역시 중국자본이 들어간 영화는 망작으로 가느 지름길인데.. 영상,연출,연기,영상미,스토리 모두가 중국 현대판 무협 영화로 만들었네요.",2
엘비스,대학생 딸이랑 같이 봤는데 앨비스 어렴풋이 알던 딸도 몰입해서 보더라구요 재미있었습니다 ,10
미스터 주부퀴즈왕,현실성은 조금 떨어지는 내용이 좀 아쉽,6
마녀(魔女) Part2. The Other One,1편이 훨씬 나았던게 구자윤처럼 치고 박고 싸우는 액션이 더 좋던데. 초능력 쓰는게 무슨 엑스맨 시리즈 보는것도 아니고... 그리고  굳이 중국말 쓰는것도 웃기다. 3편은 스토리 액션 탄탄하게 제대로 만들어보자.,6
헤어질 결심,"마침내, 영원한 미결에 도달하게 만든 그 결심.",9
토르: 러브 앤 썬더,PC의 미래가 궁금하면 디즈니의 주가를 보라,1
더 킬러: 죽어도 되는 아이,같이 가서 볼사람도 잇는데 거제시cgv는 더킬러가 상영을  안하네여 마녀보다 더 잼잇을듯 한데 왜 거제시엔 상영을 안하는지 궁금하네여  ㅠ.ㅠ,10
탑건: 매버릭,한번도 평점을 줘본적이 없는데탑건은 10점을 받을만한 영화입니다,10
그레이 맨,생각없이 액션만으로 보기 좋은 영화,8
탑건: 매버릭,전편의 전설을 제대로 이은 속편.미 해군에서 이렇게 밀어주는 전투기 영화도 드뭄.,10
탑건: 매버릭,평점 첨 다는데 진짜 재밌습니다,10
제리 맥과이어,"그의 이상과 현실까지도 사랑해. 내가 가장 밑바닥에 있을 때도 나를 믿어주는 단 한사람만 있다면, 우린 이겨내고 살아갈 수 있다. ",10
웰컴 투 동막골,어릴때보다 지금보니 감동이 더하다. 웃음이 터져나오게 재미있으면서도 눈물나고 감동과 교훈이 있다. ,10
탑건: 매버릭,사실 스토리는 뻔하지만 연출이 갑!! 1점 깎은 이유는 로맨스를 왜 굳이 넣었는지는 모르겠다?? ㅠㅠ,9
파이트 클럽,내가 끄집어내지 못한 로망의내모습이 그려지는 영화였다. 영화자체에 어렵지않은 복선들이 재미있게 받아들여졌다.,9
